DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address City,Address State,Address ZIP,Address Borough
1345666-DCA,Business,12/31/2017,Inactive,02/23/2010,Laundry Jobber,489 ALDEN CLEANERS INC.,NEW YORK,NY,10024,Manhattan
2022180-DCA,Business,03/31/2021,Active,05/05/2015,Garage,SP PLUS CORPORATION,NEW YORK,NY,10065,Manhattan
1346161-DCA,Business,12/31/2013,Inactive,03/01/2010,Tobacco Retail Dealer,"DURAN, CORNELIO EXPEDITO",BROOKLYN,NY,11206,Brooklyn
2068585-1-DCA,Business,11/30/2021,Active,03/29/2018,Electronic Cigarette Dealer,THE CITY VAPER LTD.,ASTORIA,NY,11105,Queens
1371771-DCA,Business,02/28/2022,Active,09/21/2010,Process Serving Agency,"INTER COUNTY JUDICIAL SERVICES, LLC",WHITE PLAINS,NY,10603,Outside NYC
2020827-DCA,Business,03/31/2016,Inactive,04/10/2015,Stoop Line Stand,MINCHALA ENTERPRISES CORP,ASTORIA,NY,11106,Queens
1470355-DCA,Business,02/28/2021,Active,07/30/2013,Home Improvement Contractor,ATHENS WOODWORKING INC.,BROOKLYN,NY,11234,Brooklyn
1230416-DCA,Business,03/31/2021,Active,12/17/2007,Garage and Parking Lot,MP 97 LLC,NEW YORK,NY,10128,Manhattan
2074502-1-DCA,Business,11/30/2021,Active,06/26/2018,Electronic Cigarette Dealer,Essa M Ali,NEW YORK,NY,10009,Manhattan
1341974-DCA,Business,03/31/2013,Inactive,01/04/2010,Parking Lot,DKBK PARKING LLC,NEW YORK,NY,10012,Manhattan
1251109-DCA,Business,06/30/2011,Inactive,04/02/2007,Home Improvement Contractor,"DEMIRI,BEKIM",RICHMOND HILL,NY,11418,Queens
1335224-DCA,Business,07/31/2015,Inactive,10/05/2009,Secondhand Dealer - General,"TREILLAGE, LTD.",NEW YORK,NY,10021,Manhattan
1125705-DCA,Business,02/28/2015,Inactive,10/16/2002,Home Improvement Contractor,"ROSS-LEE RENOVATIONS, INC.",NEW YORK,NY,10013,Manhattan
1268740-DCA,Business,02/28/2021,Active,09/25/2007,Home Improvement Contractor,NEW YORK FLOORMAN LLC,NEW YORK,NY,10014,Manhattan
2058570-DCA,Business,07/31/2021,Active,09/22/2017,Secondhand Dealer - General,MOBILE TIRE SHOP USA LLC,BROOKLYN,NY,11203,Brooklyn
2050048-DCA,Business,03/15/2018,Inactive,03/24/2017,Amusement Device Portable,"NY CAROUSEL ENTERTAINMENT, LLC",CORONA,NY,11368,Queens
1416719-DCA,Business,12/31/2019,Inactive,05/09/2012,Tobacco Retail Dealer,BOMBER GOURMET DELI INC,BRONX,NY,10462,Bronx
2060176-DCA,Business,12/31/2019,Inactive,11/01/2017,Laundries,HUANG CHANG GUANG,SUNNYSIDE,NY,11104,Queens
2060667-DCA,Business,12/31/2021,Active,11/14/2017,Laundries,138 STREET AND LENOX LAUNDROMAT INC,NEW YORK,NY,10037,Manhattan
2021014-DCA,Business,02/28/2017,Inactive,04/14/2015,Home Improvement Contractor,H & M RENOVATIONS CORP,FOREST HILLS,NY,11375,Queens
2023966-DCA,Business,12/31/2017,Inactive,06/05/2015,Laundry,KINGS ONE CLEANERS INC.,BROOKLYN,NY,11229,Brooklyn
1205553-DCA,Business,07/31/2015,Inactive,08/03/2005,Secondhand Dealer - General,"A & K AUTO, INC.",WOODSIDE,NY,11377,Queens
2038041-1-DCA,Business,12/31/2021,Active,05/23/2016,Tobacco Retail Dealer,PINO GROCERY CORP,CORONA,NY,11368,Queens
1380462-DCA,Business,12/31/2012,Inactive,01/10/2011,Tobacco Retail Dealer,"HERNANDEZ-FERNANDEZ, EVARISTO LUCIANO",BROOKLYN,NY,11208,Brooklyn
1276664-DCA,Business,12/31/2017,Inactive,01/30/2008,Laundry,"AQUACLEAR, INC.",SUNNYSIDE,NY,11104,Queens
2091518-DCA,Business,12/31/2021,Active,10/17/2019,Laundries,ZEREGA CLEANERS INC.,BRONX,NY,10462,Bronx
0886026-DCA,Business,02/28/2021,Active,10/21/2002,Home Improvement Contractor,BULADO GENERAL CONTRACTORS CORP.,WOODSIDE,NY,11377,Queens
2005495-DCA,Business,02/28/2021,Active,04/02/2014,Home Improvement Contractor,Elite 5 Corp,LINDENHURST,NY,11757,Outside NYC
1357136-DCA,Business,09/15/2018,Inactive,06/04/2010,Sidewalk Cafe,MHBK ASSOCIATES INC.,NEW YORK,NY,10024,Manhattan
1041845-DCA,Business,12/31/2021,Active,03/10/2009,Tobacco Retail Dealer,"SMILE DELI GROCERY, LTD.",NEW YORK,NY,10033,Manhattan
1387301-DCA,Business,12/31/2014,Inactive,03/28/2013,Electronics Store,GO FOR IT TELECOM INC.,BROOKLYN,NY,11201,Brooklyn
2007518-DCA,Business,02/28/2019,Inactive,05/06/2014,Home Improvement Contractor,JOHN J MCMANUS & CO INC,PORT WASHINGTON,NY,11050,Outside NYC
2007872-DCA,Business,02/28/2021,Active,05/12/2014,Home Improvement Contractor,"M & E CONSTRUCTION, CORP",EAST ELMHURST,NY,11369,Queens
2028541-DCA,Business,02/28/2021,Active,09/18/2015,Home Improvement Contractor,J & O INTERIORS CORP,JAMAICA,NY,11435,Queens
1423471-DCA,Business,12/31/2017,Inactive,04/05/2012,Tobacco Retail Dealer,ANNADALE DISCOUNT CORP,STATEN ISLAND,NY,10312,Staten Island
1275899-DCA,Business,09/30/2016,Inactive,09/10/2012,Cabaret,SUPER EL NOA NOA CORP.,LONG IS CITY,NY,11101,Queens
1185574-DCA,Business,03/15/2021,Active,11/30/2004,Dealer In Products,COLUMBUS & 103RD ST. DRUG CORP.,NEW YORK,NY,10025,Manhattan
1387586-DCA,Business,12/31/2014,Inactive,04/12/2011,Tobacco Retail Dealer,"ALZANDANI, ALI M",BROOKLYN,NY,11213,Brooklyn
2034862-DCA,Business,05/30/2016,Inactive,03/23/2016,Amusement Device Temporary,"REITHOFFER SHOWS, INC.",BROOKLYN,NY,11234,Brooklyn
1171941-DCA,Business,12/31/2021,Active,06/25/2004,Tobacco Retail Dealer,NOR-SPRING SERVICE STATION INC.,OAKLAND GDNS,NY,11364,Queens
2066696-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,WEBSTER DELI INC,BRONX,NY,10457,Bronx
2020915-DCA,Business,02/28/2021,Active,04/13/2015,Home Improvement Contractor,"MOUMKAILA, MAZOU",BRONX,NY,10459,Bronx
1170134-DCA,Business,12/31/2017,Inactive,06/09/2004,Laundry Jobber,PERSONAL TOUCH CLEANER & TAILOR CORP.,NEW YORK,NY,10014,Manhattan
2027522-DCA,Business,12/31/2017,Inactive,08/26/2015,Laundry,A-Z OFFICE MAINTENANCE INC,HOWARD BEACH,NY,11414,Queens
2060184-DCA,Business,12/31/2019,Inactive,11/02/2017,Laundries,UNITED LAUNDRY 135 INC,BROOKLYN,NY,11215,Brooklyn
1473802-DCA,Business,12/31/2014,Inactive,09/23/2013,Tobacco Retail Dealer,M & M CONVENIENCE DELI & GROCERY CORP,BROOKLYN,NY,11212,Brooklyn
1290541-DCA,Business,04/15/2012,Inactive,06/30/2008,Sidewalk Cafe,"LONG ISLAND CITY APPLE, LLC",LONG IS CITY,NY,11101,Queens
2021963-DCA,Business,02/28/2017,Inactive,05/01/2015,Home Improvement Contractor,A.C.G. ROSARIO TILE INSTALLATION INC,FRANKLIN SQUARE,NY,11010,Outside NYC
1216665-DCA,Business,06/30/2020,Active,05/28/2008,Electronic & Appliance Service,"KO COMPUTER, INC.",NEW YORK,NY,10016,Manhattan
2025113-DCA,Business,12/31/2016,Inactive,07/01/2015,Electronics Store,WIRELESS OF M&M INC,FAR ROCKAWAY,NY,11691,Queens
0896898-DCA,Business,03/31/2010,Inactive,10/10/2002,Stoop Line Stand,JABER FOOD CORP.,FOREST HILLS,NY,11375,Queens
2058330-DCA,Business,12/15/2019,Inactive,09/18/2017,Sidewalk Cafe,"BROOKLYN TACOS, LTD",BROOKLYN,NY,11201,Brooklyn
2075887-1-DCA,Business,11/30/2021,Active,07/19/2018,Electronic Cigarette Dealer,JINAL USA LLC,STATEN ISLAND,NY,10307,Staten Island
2017967-DCA,Business,07/31/2015,Inactive,02/04/2015,Secondhand Dealer - General,MOBILE EXPRESS INC,BROOKLYN,NY,11214,Brooklyn
2081750-DCA,Business,11/01/2020,Active,01/29/2019,Pedicab Business,"FAYZIEV, FARHODJON",BROOKLYN,NY,11229,Brooklyn
2093362-DCA,Business,02/28/2021,Active,01/06/2020,Home Improvement Contractor,K M CONSTRUCTION USA INC,BROOKLYN,NY,11218,Brooklyn
0735789-DCA,Business,02/28/2017,Inactive,11/26/2002,Home Improvement Contractor,DAGE CONSTRUCTION CORP.,SOUTH OZONE PARK,NY,11420,Queens
1364037-DCA,Business,06/30/2020,Active,07/27/2010,Electronic & Appliance Service,COM PLUS ALPHA INC.,BROOKLYN,NY,11201,Brooklyn
2066534-2-DCA,Business,12/31/2018,Inactive,02/22/2018,Tobacco Retail Dealer,BELLA DELI MARKET CORP,BRONX,NY,10465,Bronx
1471156-DCA,Business,12/31/2014,Inactive,08/12/2013,Tobacco Retail Dealer,MARGARITA GROCERY CORP.,BROOKLYN,NY,11221,Brooklyn
0832932-DCA,Business,04/30/2010,Inactive,04/23/2008,Tow Truck Company,AMERICAN AUTO BODY & TOWING INC.,ASTORIA,NY,11103,Queens
2038137-DCA,Business,02/28/2017,Inactive,05/24/2016,Home Improvement Contractor,"IFILL, STEPHEN C",BRONX,NY,10453,Bronx
2034383-DCA,Business,02/28/2021,Active,03/14/2016,Home Improvement Contractor,"RED CARPET HOMES, INC",NORTH BABYLON,NY,11703,Outside NYC
1442995-DCA,Business,02/28/2021,Active,08/30/2012,Home Improvement Contractor,ROMAN ROOFING CORP.,BROOKLYN,NY,11228,Brooklyn
1218019-DCA,Business,09/15/2010,Inactive,01/25/2006,Sidewalk Cafe,MA FAVELA CHIC LLC,NEW YORK,NY,10021,Manhattan
1470935-DCA,Business,07/31/2015,Inactive,08/12/2013,Secondhand Dealer - General,"SEAPOD CAPITAL GROUP, LLC",JAMAICA,NY,11435,Queens
2005607-DCA,Business,03/31/2022,Active,04/03/2014,Stoop Line Stand,"SUNSET MINI MEAT MARKET, CORP",BROOKLYN,NY,11232,Brooklyn
1414359-DCA,Business,05/01/2014,Inactive,11/23/2011,Employment Agency,ALEX ART SHOW ENTERTAINMENT LIMITED LIABILITY COMPANY,BROOKLYN,NY,11235,Brooklyn
1361059-DCA,Business,12/31/2014,Inactive,07/01/2010,Electronics Store,PCM STATION LLC,NEW YORK,NY,10002,Manhattan
1223965-DCA,Business,12/31/2020,Inactive,04/17/2006,Electronics Store,"GAMESTOP, INC.",NEW YORK,NY,10024,Manhattan
0738556-DCA,Business,07/31/2011,Inactive,08/13/2003,Secondhand Dealer - General,"REGENCY AUCTION GALLERY, INC.",NEW YORK,NY,10022,Manhattan
1166514-DCA,Business,12/31/2016,Inactive,05/05/2004,Tobacco Retail Dealer,"7817 NEW UTRECHT MINI MARKET, INC.",BROOKLYN,NY,11214,Brooklyn
2039371-DCA,Business,02/28/2017,Inactive,06/22/2016,Home Improvement Contractor,NY ROYAL PAINTING CORP.,BRONX,NY,10456,Bronx
1000599-DCA,Business,03/31/2012,Inactive,01/16/2008,Stoop Line Stand,"BIG BROTHER MARKET, INC.",BRONX,NY,10472,Bronx
2052023-DCA,Business,06/12/2017,Inactive,04/27/2017,Amusement Device Temporary,WONDERLAND MIDWAY CORP.,BROOKLYN,NY,11204,Brooklyn
2065319-DCA,Business,02/28/2021,Active,01/24/2018,Home Improvement Contractor,CHIMNEY MAGIC INC,NEW HYDE PARK,NY,11040,Queens
2061720-DCA,Business,12/31/2021,Active,11/27/2017,Laundries,SUN-PARK LAUNDROMAT INC.,NEW YORK,NY,10013,Manhattan
2054258-DCA,Business,05/01/2020,Active,06/09/2017,Employment Agency,QUINTESSENTIALLY PEOPLE USA INC,NEW YORK,NY,10016,Manhattan
2040599-DCA,Business,12/31/2018,Inactive,07/18/2016,Electronics Store,GENERAL WIRELESS OPERATIONS INC.,NEW YORK,NY,10011,Manhattan
2016529-DCA,Business,06/30/2016,Inactive,12/16/2014,Electronic & Appliance Service,"WRIGHT, KAREN",NEW YORK,NY,10037,Manhattan
2018281-DCA,Business,12/31/2015,Inactive,02/12/2015,Laundry,FLUSHING LAUNDROMAT NY INC.,MASPETH,NY,11378,Queens
1378215-DCA,Business,12/31/2013,Inactive,12/03/2010,Laundry,U NICE LAUNDRY INC,BROOKLYN,NY,11229,Brooklyn
1451822-DCA,Business,07/31/2013,Inactive,12/10/2012,Secondhand Dealer - Auto,"MAX WORLD OF CARS, LLC",WOODSIDE,NY,11377,Queens
1441379-DCA,Business,12/31/2015,Inactive,08/16/2012,Laundry,SEA OF TREASURES LAUNDROMAT CORP.,BRONX,NY,10465,Bronx
1307595-DCA,Business,12/31/2011,Inactive,01/15/2009,Tobacco Retail Dealer,WYCKOFF EXPRESS INC.,BROOKLYN,NY,11237,Brooklyn
1426358-DCA,Business,07/31/2021,Active,04/25/2012,Secondhand Dealer - General,"MARWA TIRES SHOP, INC.",BRONX,NY,10451,Bronx
1441569-DCA,Business,06/30/2013,Inactive,08/16/2012,Home Improvement Contractor,D & G NY CONTRACTING CORP.,S OZONE PARK,NY,11420,Queens
1216463-DCA,Business,07/31/2011,Inactive,12/27/2005,Secondhand Dealer - Auto,EZ RIDER AUTO INC.,BROOKLYN,NY,11220,Brooklyn
2055576-DCA,Business,12/31/2018,Inactive,07/11/2017,Electronics Store,MOBILE PRO NY LLC,BRONX,NY,10466,Bronx
2092086-DCA,Business,02/28/2021,Active,11/07/2019,Home Improvement Contractor,S ALAM GENERAL CONSTRUCTION INC,BROOKLYN,NY,11216,Brooklyn
1409244-DCA,Business,03/15/2021,Active,09/27/2011,Dealer In Products,"STAR DRUGS, INC.",BROOKLYN,NY,11207,Brooklyn
1331187-DCA,Business,12/31/2011,Inactive,08/31/2009,Tobacco Retail Dealer,"RAJU, ALTAF H.",NEW YORK,NY,10002,Manhattan
1046994-DCA,Business,12/31/2016,Inactive,06/23/2003,Tobacco Retail Dealer,"PEREZ, JOSE AMABLE",BROOKLYN,NY,11206,Brooklyn
1308671-DCA,Business,12/31/2010,Inactive,02/04/2009,Electronics Store,CHOICE PORTABLES INC.,NEW YORK,NY,10038,Manhattan
1314476-DCA,Business,12/31/2014,Inactive,04/15/2009,Tobacco Retail Dealer,LAR DELI & GROCERY CORP.,BROOKLYN,NY,11221,Brooklyn
1348461-DCA,Business,07/31/2013,Inactive,03/29/2010,Secondhand Dealer - General,ELITE GOLD BUYERS INC.,BROOKLYN,NY,11207,Brooklyn
1273852-DCA,Business,07/31/2013,Inactive,12/06/2007,Secondhand Dealer - General,FEQUIERE JOSEPH,BROOKLYN,NY,11217,Brooklyn
1369302-DCA,Business,07/31/2015,Inactive,09/01/2010,Secondhand Dealer - General,NYC GOLD STOP LLC,BROOKLYN,NY,11207,Brooklyn
2065087-2-DCA,Business,12/31/2020,Active,01/18/2018,Tobacco Retail Dealer,ANNADALE TRADING INC,STATEN ISLAND,NY,10312,Staten Island
2036139-DCA,Business,02/28/2019,Inactive,04/15/2016,Home Improvement Contractor,"MCLEAN, FITZROY C",JAMAICA,NY,11433,Queens
1425194-DCA,Business,12/31/2015,Inactive,04/13/2012,Laundry Jobber,"YU, BYUNG HO",BROOKLYN,NY,11232,Brooklyn
1182823-DCA,Business,12/31/2015,Inactive,10/15/2004,Tobacco Retail Dealer,LAWRENCE NEWSSTAND CORP.,BROOKLYN,NY,11201,Brooklyn
1437012-DCA,Business,06/30/2014,Inactive,05/15/2013,Electronic & Appliance Service,D.R. BRENDAN PARK SLOPE LLC,BROOKLYN,NY,11217,Brooklyn
2063236-DCA,Business,12/31/2021,Active,12/13/2017,Laundries,AHMED LAUNDROMAT INC,BROOKLYN,NY,11213,Brooklyn
0527675-DCA,Business,12/31/2017,Inactive,12/22/1995,Laundry,"SETO, WILLIAM",GLENDALE,NY,11385,Queens
2000208-DCA,Business,02/28/2021,Active,10/26/2013,Home Improvement Contractor,New York International Builders Corp.,GLENDALE,NY,11385,Queens
2018258-DCA,Business,03/31/2016,Inactive,02/12/2015,Stoop Line Stand,1420 LOS COMPADRES INC,BRONX,NY,10456,Bronx
2007611-1623-DCA,Business,12/31/2015,Inactive,05/06/2014,Tobacco Retail Dealer,FAIZA DELI GROCERY INC.,BROOKLYN,NY,11232,Brooklyn
2015769-DCA,Business,03/31/2016,Inactive,11/21/2014,Stoop Line Stand,MATTY'S SANDHILLS INC,SOUTH OZONE PARK,NY,11420,Queens
2017648-DCA,Business,02/28/2021,Active,01/27/2015,Home Improvement Contractor,"Otte Construction Services, Inc",NEW YORK,NY,10007,Manhattan
1315310-DCA,Business,06/30/2011,Inactive,04/23/2009,Home Improvement Contractor,"MALDONADO,ANTHONY",LONG BEACH,NY,11561,Outside NYC
1161806-DCA,Business,05/01/2010,Inactive,03/12/2004,Employment Agency,"DOMESTIC JOB PICKS, INC.",NEW YORK,NY,10017,Manhattan
1329598-DCA,Business,12/31/2020,Active,08/18/2009,Tobacco Retail Dealer,"DUTT NEWS, INC.",FOREST HILLS,NY,11375,Queens
1338524-DCA,Business,02/28/2015,Inactive,11/12/2009,Home Improvement Contractor,"TONIN, QYTETZA",FLUSHING,NY,11355,Queens
1327271-DCA,Business,06/30/2013,Inactive,07/28/2009,Home Improvement Contractor,"CHARTWELL BUILDERS, INC.",NEW YORK,NY,10013,Manhattan
0807944-DCA,Business,09/30/2010,Inactive,08/31/2000,Newsstand,"MICELI, JOSE LUIS",BRONX,NY,10468,Bronx
1264914-DCA,Business,06/30/2010,Inactive,08/20/2007,Electronic & Appliance Service,"DELEON, MARTIN",JAMAICA,NY,11432,Queens
1237575-DCA,Business,12/31/2013,Inactive,08/30/2006,Laundry Jobber,"MEYO'S CLEANERS, CORP.",BRONX,NY,10462,Bronx
2066105-DCA,Business,06/30/2020,Active,02/14/2018,Electronic & Appliance Service,FONECRAZ NY INC,FLUSHING,NY,11354,Queens
2034232-DCA,Business,12/31/2018,Inactive,03/10/2016,Electronics Store,Amsterdam Ave Wireless INC,NEW YORK,NY,10032,Manhattan
1471309-DCA,Business,07/31/2015,Inactive,08/13/2013,Secondhand Dealer - General,ANTIQUES IN UNION INC.,FLUSHING,NY,11354,Queens
1463771-DCA,Business,02/28/2021,Active,04/30/2013,Home Improvement Contractor,RPS BUILDERS INC.,GLENDALE,NY,11385,Queens
1358394-DCA,Business,02/28/2021,Active,06/09/2010,Home Improvement Contractor,KEYSTONE MECHANICAL INC.,LONG ISLAND CITY,NY,11101,Queens
1231084-DCA,Business,03/31/2015,Inactive,08/19/2006,Parking Lot,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",NEW YORK,NY,10001,Manhattan
1380875-DCA,Business,07/31/2021,Active,01/18/2011,Secondhand Dealer - General,CHEAPY AUTO PARTS INC.,CORONA,NY,11368,Queens
1449906-DCA,Business,06/30/2014,Inactive,11/13/2012,Electronic & Appliance Service,FUN AIR & L INC.,BROOKLYN,NY,11232,Brooklyn
2007826-1687-DCA,Business,12/31/2015,Inactive,05/09/2014,Tobacco Retail Dealer,AFFASH DELI CORP.,JAMAICA,NY,11434,Queens
2092369-DCA,Business,12/31/2020,Active,11/20/2019,Electronics Store,LOGICAL WIRELESS INC,JAMAICA,NY,11432,Queens
1369759-DCA,Business,02/28/2021,Active,09/03/2010,Home Improvement Contractor,EXQUISITE RENOVATIONS INC.,WILLISTON PARK,NY,11596,Outside NYC
1433533-DCA,Business,07/31/2021,Active,06/12/2012,Secondhand Dealer - General,SPLIT SECOND COLLISION LTD,ASTORIA,NY,11105,Queens
1186428-DCA,Business,02/28/2021,Active,12/17/2004,Home Improvement Contractor,"UDDIN, MD KAMAL",BROOKLYN,NY,11208,Brooklyn
1044842-DCA,Business,12/31/2014,Inactive,10/02/2000,Tobacco Retail Dealer,MARINOS DELI CORP.,BRONX,NY,10475,Bronx
2033778-DCA,Business,02/28/2021,Active,02/29/2016,Home Improvement Contractor,DUCAT CONSTRUCTION CORP,BROOKLYN,NY,11222,Brooklyn
1140184-DCA,Business,07/31/2021,Active,05/23/2003,Secondhand Dealer - General,"COLOMBO, WILLIAM C",BRONX,NY,10472,Bronx
1236792-DCA,Business,06/30/2013,Inactive,08/24/2006,Home Improvement Contractor,ENAMORADO'S WORLDWIDE CONSTRUCTION CORP.,BRONX,NY,10456,Bronx
2013417-DCA,Business,02/28/2021,Active,09/15/2014,Home Improvement Contractor,"Integrated Drywall and Construction, Inc.",AMITYVILLE,NY,11701,Outside NYC
2072204-DCA,Business,02/28/2021,Active,05/30/2018,Home Improvement Contractor,AFFORDABLE REMODELING & HANDYMAN SERVICES CORP.,HOLLIS,NY,11423,Queens
0941058-DCA,Business,02/28/2019,Inactive,06/27/2007,Home Improvement Contractor,JERZY FLOORING CO. INC.,FRESH MEADOWS,NY,11366,Queens
1278916-DCA,Business,02/28/2021,Active,03/06/2008,Home Improvement Contractor,ALL BORO RENOVATION INC.,NEW YORK,NY,10026,Manhattan
2014891-DCA,Business,06/30/2020,Active,10/23/2014,Electronic & Appliance Service,GALAXY AUTO CENTER CORP.,BRONX,NY,10453,Bronx
1358199-DCA,Business,12/31/2010,Inactive,06/10/2010,Electronics Store,AW MOBILE INC.,BELLEROSE,NY,11426,Queens
1216714-DCA,Business,04/01/2021,Active,12/30/2005,Storage Warehouse,KIMONS MOVING INC.,BRONX,NY,10474,Bronx
1406836-DCA,Business,06/30/2012,Inactive,09/06/2011,Electronic & Appliance Service,EXPRESS PC SOLUTIONS INC.,FLUSHING,NY,11358,Queens
1275663-DCA,Business,06/30/2011,Inactive,01/11/2008,Home Improvement Contractor,KEYSTONE DEVELOPMENT CONSULTING CORP.,FLUSHING,NY,11354,Queens
1470446-DCA,Business,03/31/2014,Inactive,07/31/2013,Stoop Line Stand,S & A SMOKE SHOPPE CORP,BROOKLYN,NY,11226,Brooklyn
1199443-DCA,Business,12/31/2015,Inactive,04/03/2012,Tobacco Retail Dealer,"LUCKY 7 SHOP, INC.",BROOKLYN,NY,11235,Brooklyn
1204490-DCA,Business,02/28/2021,Active,07/28/2005,Home Improvement Contractor,WHITEROCK CONSTRUCTION CORP,BROOKLYN,NY,11232,Brooklyn
1387230-DCA,Business,07/31/2019,Inactive,04/07/2011,Secondhand Dealer - General,"FERNANDEZ, ANGELA",NEW YORK,NY,10035,Manhattan
1254187-DCA,Business,06/30/2011,Inactive,05/03/2007,Home Improvement Contractor,PRESTIGE CONSTRUCTION GROUP INC.,EAST ELMHURST,NY,11369,Queens
1460842-DCA,Business,12/31/2016,Inactive,04/01/2013,Tobacco Retail Dealer,GOWANA GOURMET CORP,BROOKLYN,NY,11217,Brooklyn
2072730-DCA,Business,12/15/2020,Active,06/06/2018,Sidewalk Cafe,SILVIA L. DURAN,NEW YORK,NY,10040,Manhattan
2091162-DCA,Business,02/28/2021,Active,10/04/2019,Home Improvement Contractor,"TOR Concrete, LLC",FLUSHING,NY,11358,Queens
2038146-DCA,Business,03/31/2022,Active,05/24/2016,Stoop Line Stand,60TH STREET CONVENIENCE INC.,BROOKLYN,NY,11219,Brooklyn
1333315-DCA,Business,02/28/2015,Inactive,09/18/2009,Home Improvement Contractor,"CHOKA, JOE",S OZONE PARK,NY,11420,Queens
1176279-DCA,Business,12/31/2012,Inactive,08/06/2004,Electronics Store,"FIESTA MUSIC, INC.",CORONA,NY,11368,Queens
2040384-DCA,Business,02/28/2017,Inactive,07/14/2016,Home Improvement Contractor,WOODWRIGHT LLC,NEW YORK,NY,10023,Manhattan
1310483-DCA,Business,03/31/2013,Inactive,03/03/2009,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",NEW YORK,NY,10038,Manhattan
1303105-DCA,Business,03/31/2013,Inactive,10/27/2008,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",NEW YORK,NY,10039,Manhattan
0923714-DCA,Business,03/31/2017,Inactive,04/14/1997,Parking Lot,"622 WEST 57TH STREET CO., L.P.",NEW YORK,NY,10019,Manhattan
1425871-DCA,Business,03/31/2014,Inactive,04/27/2012,Stoop Line Stand,FULTON EXPRESS DELI 2 INC.,BROOKLYN,NY,11208,Brooklyn
1230742-DCA,Business,12/31/2018,Inactive,06/16/2006,Tobacco Retail Dealer,D.A.R. FOOD CORP.,SUNNYSIDE,NY,11104,Queens
2023331-DCA,Business,07/31/2017,Inactive,05/26/2015,Secondhand Dealer - General,GMK AUTOBODY & AUTO REPAIRS INC,LONG ISLAND CITY,NY,11101,Queens
1351454-DCA,Business,06/30/2011,Inactive,04/23/2010,Home Improvement Contractor,NEW PARAGON CONSTRUCTION CORP.,FLORAL PARK,NY,11001,Outside NYC
1192853-DCA,Business,03/31/2021,Active,04/07/2005,Garage,59 ALLEN STREET GARAGE CORP.,NEW YORK,NY,10002,Manhattan
2090809-DCA,Business,12/31/2021,Active,09/24/2019,Laundries,QLM LAUNDROMAT INC,BROOKLYN,NY,11232,Brooklyn
0675987-DCA,Business,07/31/2011,Inactive,06/16/2003,Secondhand Dealer - General,"MICHELE JEWELERS, INC.",BROOKLYN,NY,11204,Brooklyn
1367121-DCA,Business,12/31/2017,Inactive,08/17/2010,Tobacco Retail Dealer,NEW ORLEANS MIN MARKET LLC,BRONX,NY,10461,Bronx
2073561-1-DCA,Business,11/30/2019,Inactive,06/16/2018,Electronic Cigarette Dealer,A & H FARM CORP.,RICHMOND HILL,NY,11418,Queens
1353733-DCA,Business,02/28/2021,Active,05/12/2010,Home Improvement Contractor,"JOSEPH DELAURA & SON CONTRACTING, INC.",YORKTOWN HEIGHTS,NY,10598,Outside NYC
2055664-DCA,Business,03/15/2021,Active,07/12/2017,Dealer In Products,AVANGARD SUPPLY INC,LITTLE NECK,NY,11362,Queens
1048072-DCA,Business,12/31/2018,Inactive,11/30/2000,Tobacco Retail Dealer,"WALGREEN EASTERN CO., INC.",FLUSHING,NY,11375,Queens
1435590-DCA,Business,04/30/2014,Inactive,06/29/2012,Pawnbroker,"LLAVERIAS, MELVIN",BRONX,NY,10458,Bronx
1074898-DCA,Business,12/31/2012,Inactive,03/19/2001,Tobacco Retail Dealer,"HERNANDEZ, ENEDINA",BROOKLYN,NY,11230,Brooklyn
0572702-DCA,Business,07/31/2021,Active,04/09/2008,Secondhand Dealer - Auto,"JET AUTO WRECKERS, INC.",BROOKLYN,NY,11234,Brooklyn
1411293-DCA,Business,12/31/2016,Inactive,10/18/2011,Electronics Store,SPECTRUM 33 LLC,BROOKLYN,NY,11234,Brooklyn
1312402-DCA,Business,03/15/2011,Inactive,03/26/2009,Dealer In Products,DUANE READE,NEW YORK,NY,10025,Manhattan
1355763-DCA,Business,03/31/2012,Inactive,05/25/2010,Stoop Line Stand,"DORANTES, CINDY",BROOKLYN,NY,11204,Brooklyn
2061217-DCA,Business,12/31/2021,Active,11/20/2017,Laundries,MIKE'S FRENCH CLEANERS CORP.,BRONX,NY,10456,Bronx
2076765-1-DCA,Business,11/30/2021,Active,08/07/2018,Electronic Cigarette Dealer,G & L ORGANIC DELI INC,BROOKLYN,NY,11211,Brooklyn
2032230-2-DCA,Business,12/31/2020,Active,01/07/2016,Tobacco Retail Dealer,EAST AVE EXPRESS CORP,BRONX,NY,10462,Bronx
1278775-DCA,Business,06/30/2011,Inactive,02/22/2010,Home Improvement Contractor,"RICHARD,LENIHAN",BRONX,NY,10465,Bronx
2004179-DCA,Business,12/31/2017,Inactive,03/03/2014,Laundry Jobber,Francoise B. Freij,BROOKLYN,NY,11209,Brooklyn
